True Label,Answer,Prob,Prediction,Label=Prediction
0, 'i agree with my colleague you should consult an experienced immigration attorney for this matter you may schedule a consultation with an immigration lawyer in your area',0.008179588,0,TRUE
1, 'regular mail is proper  once you know there is a suit youre obliged to check your mail  but if you didnt receive the first filing and if you were defaulted on that basis',0.74483597,1,TRUE
1, 'the whole purpose of preparing a brief is to allow the judge and staff to review your arguments before the trial or hearing takes place  offering up a brief at a hearing is a way of saying to the court that you want the hearing to stop so the court can read your important paperwork that you couldnt be bothered to give the court on time  this is not a strategy that has ever worked for me  hope this perspective helps',0.29745543,0,FALSE
0, 'to address the issues that you raise',0.22144613,0,TRUE
0, 'you need to speak with an immigration attorney  for a free consultation give me a call regards',0.006075783,0,TRUE
0, 'if it is granted then yes you may be able to apply for medicaid waiting period for what exactly',0.95205325,1,FALSE
1, 'can a veteran file a claim for injuries suffered as a result of malpractice at the va  yes  there are two potential avenues of recovery  if the physician was an independent contractor and not a federal employee then that physician can usually be sued under the laws of the state where the treatment occurred  if the negligent doctor or health care providers were federal employees',0.85962301,1,TRUE
1, 'for any criminal prosecution to take place',0.64816648,1,TRUE
1, 'a court can waive the 60 day requirement depending on the following 1 did your ex sign a waiver and did the ex sign the divorce 2 why are you leaving the country 3 how long are you leaving 4 can your ex do the offer of proof for you if for some reason or another you leave the country before finalizing the divorce',0.95819598,1,TRUE
1, 'yes',0.50571018,1,TRUE
1, 'more information would be useful  are you on a term lease or a monthtomonth  is there any sort of rent control that governs your area or rental  undoubtedly a new york licensed landlordtenant attorney will respond and can tell you definitively but if you have not gotten at least 30 days advanced written notice terminating your lease maybe more since you have been there over a year  here in oregon it would need to be 60 days notice',0.90468067,1,TRUE
0, 'you can try to fight itplead it down yourself or hire an attorney to review the paperwork and get you the best result i offer free 30 minute consultations good luck   heres the law  394972  driving',0.14972052,0,TRUE
1, 'your ex is building a case for custody by getting professionals to provide expert testimony you need to do the same more than that',0.40275308,0,FALSE
1, 'as the other attorneys stated',0.68336272,1,TRUE
1, 'this is a great question it is true that referral fees are not allowed in bankruptcy   however',0.86118656,1,TRUE
0, 'the general rule is that limited tort prevents the recovery of medical expenses  however',0.81381911,1,FALSE
1, 'generally',0.50571018,1,TRUE
0, 'continuing to investigate post rebuttal is not necessarily wrong especially if your rebuttal raises new questions',0.44907463,0,TRUE
0, 'i would tend to agree with the above attorneys advice',0.071180135,0,TRUE
1, 'regarding custody  his court appointed attorney is not a family law attorney and his court appointed attorney is trying to do what is best for him',0.8380205,1,TRUE
0, 'you need to contact an attorney now there are various criminal charges which can arise out of a false assertion to the police i would like to know the rest of the circumstances  please call my office',0.006812653,0,TRUE
1, 'hello  you seem to be a loving parent   what a crisis  you cannot retrieve time lost with your child  in my professional work it is not uncommon that one parent will present to me thinking that the other parent is the law  reality is youre choosing what is happening',0.85777116,1,TRUE
0, 'the cost for the deposition will be your responsibility the workers compensation carrier is disputing your entitlement to benefits',0.40417084,0,TRUE
1, 'very few attorneys are going to know the answer to this question you need to deal with immigration directly   was the case dismissed or just expunged because if it was dismissed and expungedthat would help a lot if it was a conviction that was expungedyou might be out of luck   get all the documents that prove innocence and send them to everyone at immigration and request guidance on how to have the refusal reviewed   and if your family member applies again',0.70716035,1,TRUE
1, 'it might be hard for him to sue you if he doesnt have your info vice versa    sounds like you acted in self defense   if you dont necessarily want to sue him now you may also wait and see if he sues and then countersue him if he ends up suing    if you hear from him or the police',0.93526846,1,TRUE
1, 'no',0.50571018,1,TRUE
0, 'this is not a criminal question  appears to be child support',0.41791314,0,TRUE
0, 'check with your states web sites we are happy to offer you a free initial consultation to talk about the case  give us a call at 4024551711 to set up a time to talk  we have been in business for almost 25 years and fight hard for the people we represent',0.004044135,0,TRUE
1, 'when a credit card company or debt buyer gets a judgment against you',0.93684036,1,TRUE
1, 'you may be judgmentproof',0.4934037,0,FALSE
0, 'it is not a great idea to represent yourself   you do',0.010061963,0,TRUE
0, 'you can write me direct at  219racecomcastnetthen i can get in touch ',0.1106522,0,TRUE
1, 'dear jamaica tenant  the lease for the space may allow the landlord to ignore a complaint about mold penetrating a wall in the room in the basement if in fact the lease explicitly commits the landlord to perform the remediation',0.97849602,1,TRUE
1, 'you are free to reapply for a job with your previous employer  most employers dont want an employee back who has been hurt on the job  you stated you are receiving tpd benefits',0.49346331,0,FALSE
1, 'yes',0.50571018,1,TRUE
1, 'the defendant needs a criminal defense attorney asap to defend the new charge and a possible motion to revoke the original 180 day probated sentence wwwkacdlnet  getting cited for a new crime is a basis to revoke her probated sentence this is a serious matter get counsel',0.80152911,1,TRUE
0, 'happy to help you',0.29205605,0,TRUE
0, 'i can help i need to read the stipulation however',0.21140794,0,TRUE
0, 'normally you could work something out with the prosecutor however    with quite a back ground of criminal offenses why do you think you deserve any breaks how is a lawyer supposed to make a deal for you now you have to grow up and quit stealing and breaking the law for starters',0.90854436,1,FALSE
1, 'yes',0.50571018,1,TRUE
0, 'ask them for a refund  if they refuse',0.33002302,0,TRUE
0, 'this could be something a qualified criminal defense attorney may be able to assist you with',0.080755629,0,TRUE
1, 'ccp 437c g requires the court',0.80183113,1,TRUE
0, 'the carrier should provide you with an attorney best of wishes',0.053033091,0,TRUE
0, 'talk to a local personal injury attorney for a free consultation this would be a difficult case',0.077041529,0,TRUE
0, 'while getting a patent can be an expensive undertaking',0.83891338,1,FALSE
1, 'nothing unusual  you will get it in 90 days  if not',0.57087678,1,TRUE
0, 'i can help you try to recover your money through my law firm gana llp feel free to reach out to me to discuss',0.024860963,0,TRUE
0, 'you have not provided sufficient information in order to get a proper and complete answer further',0.81498957,1,FALSE
0, 'this is a very serious charge',0.57246274,1,FALSE
0, 'claims against public entities can be tricky and there are always administrative hurdles to jump over for claims against local public entities',0.15772584,0,TRUE
1, 'first of all',0.59192365,1,TRUE
1, 'i do not know about illinois',0.49351698,0,FALSE
1, 'i agree with phil  heres the deal  almost every time the police just want to talk to you it means they intend to seek a statement such as an admission of guilt or a confession   it is seldom to seek your testimony as a witness  in either situation  you need to retain a lawyer who can act as a buffer between you and law enforcement    in the absence of such a buffer  it makes no sense for you to play cat and mouse with the police because  even over the phone  evidence from your mouth can be obtained before you are aware of it i am including a link that may help you understand what is going on good luck',0.61685306,1,TRUE
1, 'this is a difficult question to answer as there are details not provided however',0.76092476,1,TRUE
0, 'i agree with my colleagues',0.098336235,0,TRUE
0, 'we offer second opinions  we bill by the hour and will give you a written estimate up front  feel free to give a call to talk about it  312  987  9999  no charge',0.017909534,0,TRUE
0, 'yes',0.50571018,1,FALSE
1, 'the statute of limitations on misdemeanors is 1 year and felonies generally are 5 years with notable exceptions there is no dui as i understand it unless you were convicted of 23152a or 23152b the fact that you are on probation means you were convicted of something i doubt they will seek out the sacramento file because they really dont care under these circumstances if you are not going to be charged as you say because the charges were dropped does the da always see your prior criminal history including dates of conviction and for what  yes they have seen your history  you will need to do the classes or go without a license so do them good luck hope this helps',0.89817625,1,TRUE
0, 'let our law office assist you in your legal needs contact our office so that an attorney can sit down with you at no charge and discuss what steps can be taken to accomplish the goals you seek   254 6344455',0.060139019,0,TRUE
0, 'no',0.50571018,1,FALSE
0, 'please consult with an experienced attorney in your area',0.060459062,0,TRUE
0, 'you will need to go to court and get the court to issue a minute order or an abstract of judgement stating that you have been off of probation since a certain date     you will then have to get that to the mandatory actions department of the dmv in sacramento  you can try to do it or you can have an attorney do it  if you would like a free legal consultation you can contact my office at 8056441331',0.004025159,0,TRUE
1, 'unless your purchase and escrow contracts require that you purchase inventory you can',0.90905255,1,TRUE
0, 'neither you hire an immigration attorney and ask them to do that right',0.41093409,0,TRUE
0, 'typically the appeal would not be filed by the same pd that did the trial',0.9149273,1,FALSE
1, 'there are many in florida just google it and you will find one under avvo guidelines we cannot recommend or help solicit a person or business  there are a couple of good ones in the miami area and orlando the fees are reasonable however',0.69827932,1,TRUE
0, 'let your homeowners insurance company handle it it is likely they will cover the damages',0.42013335,0,TRUE
1, 'first things first   make an appointment to meet with your lawyer   explain to himher that you are unsatisfied and think that your case isnt being handled properly    give the lawyer a chance to explain what he is doing and why   please remember',0.8609373,1,TRUE
1, 'do not pay the civil demand  it has nothing to do with court  this is most likely a violation of municipal ordinance and even if there is a court date',0.89239389,1,TRUE
0, 'she cannot  you may make a request at your hearing but the judge has the discretion to deny the request even if the alleged victim wishes the domestic anise no contact order liftedfor a consultation call 6122408005',0.36198315,0,TRUE
0, 'you do not have to take the road test again  once your license is issued',0.40507135,0,TRUE
0, 'your questions are undecipherable  please try again  thank you',0.13264133,0,TRUE
1, 'this is a complex situation you face and the attorney you have already retained is going to be in the best position to explain to you with his superior knowledge of the facts and the prosecutors case file',0.5660969,1,TRUE
0, 'i will be happy to discuss your situation  call me on monday  3104777541  i look forward to speaking with you  ian lapin',0.003419355,0,TRUE
0, 'im afraid there are no work exceptions in nj youre only hope is to beat the dwi hire an experienced attorney for your best shot',0.56829894,1,FALSE
0, 'the courts definitely do not see child support issues and contact issues as connected',0.66579932,1,FALSE
0, 'i cannot give legal advise over the internet nor can i establish an attorney client relationship with you you should not assume or otherwise conclude that there is an attorney client relationship between any reader and this writer or his firm these comments are only guideposts they are not subject ot any privilege protections indeed',1.73E-06,0,TRUE
0, 'as patricia told you',0.64862406,1,FALSE
1, 'i concur 100 with mr oneils analysis of your case if criminal charges are filed the defendant will spend every last penny to stay out of prison for the aggravated assault he committed against you',0.96964204,1,TRUE
0, 'i like mr foxs answer and think his suggestions are good as possible',0.68332732,1,FALSE
1, 'i hope that you were successful at your recent hearing the rules differ somewhat based on the program that you are qualified for benefits under if you are approved',0.53369224,1,TRUE
0, 'have you been a permanent resident for 5 years or 3 years if you are married to a us citizen  if so',0.69052416,1,FALSE
0, 'i think that you need to stop admitting to things on the internet please call me on monday morning to set up a free consultation at that time i can explain to you your options and the law effecting your case my number is 616 742 0667',0.007189188,0,TRUE
0, 'there are very specific and strict rules about a landlord keeping a security deposit  unless these rules were followed',0.90155524,1,FALSE
0, 'i entirely agree with attorney caldwells analysis the paulus law firm specializes in cases like this and i would be more than happy to take a look at your contract and see whether you can be bound by the contract you can contact me at 8165814043',0.085911855,0,TRUE
1, 'it will be at least 10',0.74864024,1,TRUE
0, 'it sounds as though your best opportunity to potentially seek a reduction in his sentence would be a 3850',0.65678328,1,FALSE
0, 'in order to proceed',0.48047087,0,TRUE
0, 'it seems as though you might be suffering paranoia as the result of an organic brain injury  im concerned and will edit the practice area to see if the brain injury attorneys here on avvo share my concern',0.16097893,0,TRUE
0, 'i suggest you consult with a local family law attorney experienced in these matters to assist you',0.20984749,0,TRUE
1, 'this does not sound like a law suit you would be able to win  without a contract between you and the bus company to provide the service you are complaining was not available it is doubtful you have any rights against the bus company',0.21854314,0,FALSE
0, 'you have a number of options',0.29880497,0,TRUE
0, 'you have gotten good guidance from the other lawyers  we are sorry to hear about your issue you can find a great local lawyer to investigate the situation right here avvo has an excellent find a lawyer tool to locate a toprated attorney near you who offers a free consultation hopefully',0.000179825,0,TRUE
1, 'you really do not have any recourse other than qashing service  even if service is quashed',0.83504796,1,TRUE
1, 'each independent alleged violation of probation is enough to cause a probationer to be sentenced to the statutory maximum that she could have received when she was first placed on probation  there will be a hearing held if the judge decides by a preponderance of the evidence that a probationer willfully and substantially violated any material term of the probation then the probationer can and will be sentenced from a low of reinstatement to a high of whatever the statutory maximum punishment could have been before the probationer accepted probation  your bfs best bet at minimizing his exposure is to have a seasoned and skilled criminal defense litigator efforting on his behalf thus   my advise locate an experienced 813 area criminal defense lawyer',0.98879981,1,TRUE
1, 'while it is difficult and expensive to change attorneys midstream it is important that you feel absolutely comfortable going to court  i would demand a conference with your current attorney to figure out what heshe is doing',0.229012,0,FALSE
1, 'you may not be in a financial position to leave',0.85461557,1,TRUE
1, 'if you marry a us citizen and she applies for you',0.35790509,0,FALSE
0, 'contact us if you want a referral on a great nj traffic court lawyer',0.081615433,0,TRUE
1, 'it is a factor but will not necessarily undermine her family offense petition or request for an order of protection you might want to discuss this matter in detail with a local attorney good luck',0.074050821,0,FALSE
1, 'cases against custodians are generally quite difficult unless youre able to show that the custodian was doing something other than acting as a run of the mill custodian  there has been some movement on finras part to compel private issuers and brokerdealers to do something more than just put par on a custodial statement',0.84762907,1,TRUE
0, 'there is probably a default judgement you will need professional help to get the judgment lifted you need to make an application to the court to have the judgment annullned you will have to explain why you missed the court deadlines   i cannot give legal advise over the internet nor can i establish an attorney client relationship with you you should not assume or otherwise conclude that there is an attorney client relationship between any reader and this writer or his firm these comments are only guideposts they are not subject ot any privilege protections indeed',1.40E-06,0,TRUE
0, 'im sorry to hear about your attorney  you can call me at 978 7030702 for a free consultation',0.002952193,0,TRUE
1, 'your motion to enforce the divorce decree should also include a prayer for relief in the form of sanctions due to the lost loan application and damage to your credit as a result of your wuzband not signing over the home per the decree  if he refuses to sign',0.9722591,1,TRUE
0, 'it is hard to properly answer this question here on the forums',0.42390397,0,TRUE
0, 'i agree with the answers of my distinguished colleagues',0.099365339,0,TRUE
1, 'you may be able to sue for defamation and possibly also for tortious interference',0.67449296,1,TRUE
0, 'you should schedule a consultation with a local medical malpractice attorney to investigate and assist you with your claim',0.10683139,0,TRUE
0, 'you need to rat your friends out if you were not the driver and got a camera ticket but you can fight these silly tickets in other ways without being a fink  if you need help with that',0.5777483,1,FALSE
1, 'if she is making these sorts of comments to others',0.58611923,1,TRUE
1, 'you can go to wwwmasscourtsorg and check the probate records for the county in which your friend resided to see if a will was filed and who asked the court to be appointed as personal representative if it was',0.93760002,1,TRUE
0, 'the fact that you were arrested on thanksgiving and you are posting this question in january leads me to believe that there was an accident andor injury involved  typically a first arrest with a reading below 08 will receive an offer of the traffic infraction  driving while ability impaired not intoxicated  with a fine',0.13111247,0,TRUE
0, 'my friend from stockbridge  textbook  you did exactly what you should have done   call me or another one of the fine attorneys on avvo to get further advice  id be happy to talk with you at no charge  my office  is 404 3038875  thx so much  sam levine',0.019375408,0,TRUE
0, 'your best course of action contact a local attorney',0.026836963,0,TRUE
0, 'well',0.50571018,1,FALSE
1, 'i think it is wise to visit with an attorney who specializes in sexual harassment cases and discuss these matters in detail and get legal advice as what would be your best course of action an attorney can give you an opinion as to whether you have a viable claim',0.69501573,1,TRUE
1, 'the best advice i can give you is to hireconsult with a family law lawyer  click on the avvo tab find a lawyer in your area  many offer free consultations',0.01606583,0,FALSE
1, 'if it is temporary travel',0.78998178,1,TRUE
0, 'i agree with my colleague you should consult an experienced immigration attorney for this matter you may schedule a consultation with an immigration lawyer in your area',0.008179588,0,TRUE
1, 'you may be able the sue but i cannot answer that without talking and investigating the case if youd like to set up an appointment please give me an email or call wwwthegoldsteinfirmcom',0.012949659,0,FALSE
0, 'the labor dept accepts overtime claims  but there are both state and federal laws regarding overtime  what the employer is doing is illegal and your son should keep his own time sheet  i would suggest he meet with wage and houremployment law attorney  i can assist your son with this sensitive matter  contact me at 9164861712 or email deborahbarronlawbarroncom for further assistance',0.016737796,0,TRUE
1, 'i hate to disagree with fellow attorneys',0.75223303,1,TRUE
0, 'first',0.50571018,1,FALSE
1, 'to answer your question',0.61282253,1,TRUE
1, 'the clients rights are to change attorneys   the attorneys duty is to follow the clients instructions so long as the attorney is not committing or conspiring to commit a crime',0.89697617,1,TRUE
0, 'contact an experienced criminal defense lawyer you should be concerned about both federal and state charges do not post details on this website it is not confidential',0.28845465,0,TRUE
1, 'unfortunately after reading your post',0.61152542,1,TRUE
0, 'redirect to the government section of avvojd',0.76137751,1,FALSE
0, 'su problema es importante nosotros tenemos el personal que puede ayudarle a resolverlo llamenos para una primera consulta gratis 6193336882',0.49037868,0,TRUE
0, 'i think the spouse could petition a will contest prenuptials are ripe for challenges based on the change of circumstances',0.86137259,1,FALSE
0, 'although the basic and general principles of criminal law are very similar in the various states',0.02919762,0,TRUE
0, 'why do you ask',0.54578966,1,FALSE
1, 'it sounds like you are concerned about who will get your residence if you divorce how long have you been married and living in the house the general rule is that a party who inherits property during a marriage can keep that property in a divorce  but',0.9667241,1,TRUE
1, 'you should object to anything untrue on your credit reportssimple as that',0.77772188,1,TRUE
1, 'no',0.50571018,1,TRUE
0, 'unfortunately',0.50571018,1,FALSE
1, 'yes circumstantial evidence is real evidence and admissible just like any other evidence people are convicted of crimes based on this type of evidence all the time  robert driessen',0.73727649,1,TRUE
1, 'allegedly half',0.51011854,1,TRUE
1, 'the officer was not required to permit you to call anybody',0.74732667,1,TRUE
0, 'no need to post in all caps as it seems like you are yelling at us',0.10291593,0,TRUE
0, 'please feel free to reach out to me',0.033892889,0,TRUE
1, 'file a claim on your own insurance under the full coverage if you have it or as an uninsured motorist claim',0.65797979,1,TRUE
1, 'unfortunately',0.50571018,1,TRUE
1, 'depends on the circumstances you might think your question is simple and easy to answer it is not each situation usually has to sides to it',0.57129222,1,TRUE
0, 'you need a personal injury attorney',0.42909122,0,TRUE
0, 'you will receive two points on your maryland driving record',0.38543275,0,TRUE
1, 'no',0.50571018,1,TRUE
1, 'i would strongly suggest getting an attorney to help you in your case it sounds like you are being treated unfairly   it is an unconscious bias',0.53132057,1,TRUE
1, 'just because it is legal',0.64751303,1,TRUE
0, 'you definitely need to hire an injury attorney  weve successfully handled these types of cases even when ridiculous accusations are made by insurance companies  we dont charge anything up front and will work or find you medical providers  give me a call to discuss as our fees are very competitive  check out my website below and give me a call for a free consultation if you are a california resident 8774272752 or you can email me at michaelkingofpersonalinjurylawcom www kingofpersonalinjurylawcom i am licensed in california only and my answers on avvo assume california law answers provided by me are for general information only they are not legal advice answers must not be relied upon legal advice must be based on the interplay between specific exact facts and the law this forum does not allow for the discussion of that interplay my answer to any specific question would likely be different if that interplay were explored during an attorneyclient relationship i provide legal advice during the course of an attorneyclient relationship only the exchange of information through this forum does not establish such a relationship that relationship is established only by personal and direct consultation with me followed by the execution of a written attorneyclient agreement signed by each of us the communications on this website are not privileged or confidential and i assume no duty to anyone by my participation on avvo or because i have answered or commented on a question all legal proceedings involve deadlines and time limiting statutes so that legal rights are not lost for failure to timely take appropriate action and because i do not provide legal advice in answer to any question',4.55E-08,0,TRUE
0, 'sexual harassment in the workplace is unlawful if it is either severe or pervasive   an employer has a legal duty to prevent sexual harassment',0.57858771,1,FALSE
1, 'you may be disappointed to learn that there isnt a single right answer to this question like all legal rights',0.44186607,0,FALSE
1, 'you will most certainly have to retain an attorney to see whether you have a case  it is likely that you signed a bunch of paperwork that states facts contrary to your summary of facts  those docs would have to be reviewed  there may be an easier solutions like simply negotiating the debt down and making a smaller payment  something aligned with what your costshare obligation would have been under your health care plan for out of network providers',0.59545046,1,TRUE
1, 'if he had already filed for divorce in ma',0.79417479,1,TRUE
0, 'yes i can help you start a record label and start the actual business',0.19189543,0,TRUE
0, 'sorry',0.50571018,1,FALSE
1, 'first and most important  your wife didnt file for an h1b  her employer did  they own and control those papers',0.97859073,1,TRUE
1, 'first',0.50571018,1,TRUE
0, 'you are going to have to convince a judge of this somewhat unbelievable story  if true',0.61568296,1,FALSE
0, 'fire him or her',0.73682362,1,FALSE
0, 'please see the following website for links to the self service center in your jurisdiction that will give you information on representing yourself in this case httpwwwncscorgtopicsaccessandfairnessselfrepresentationstatelinksaspx',0.031391244,0,TRUE
1, 'if you applied for a permanent job and were not chosen even though you have greater experience',0.78222555,1,TRUE
1, 'those are some they are less important than the mandatory factors to be considered namely',0.71451563,1,TRUE
1, 'if your exhusband does not live with you or it is not his usual place of abode',0.57397699,1,TRUE
1, 'ms whitbeck is right  and from the way you describe his requests to add days',0.79075223,1,TRUE
0, 'google                                                                                                             get blood turnip',0.58026427,1,FALSE
0, 'if you are teaching people and your written communications skills are that bad',0.79436505,1,FALSE
0, 'in order to get a proper idea',0.77292544,1,FALSE
1, '3 medicare wages and tips is the amount used to calculate child support   medicare wages is based upon total income including retirement contributions',0.69586581,1,TRUE
1, 'look at your rap sheet  if its clean',0.33397287,0,FALSE
1, 'a lawyer can help you with that  otherwise you are entitled to two hearings the first at which you will be given the allegations and the second you can contest the violation  the second must be held 7 days from the first if you are in custody',0.73883027,1,TRUE
0, 'without fully understanding why you ask this question',0.69108212,1,FALSE
1, 'possibly',0.50571018,1,TRUE
1, 'unfortunately',0.50571018,1,TRUE
0, 'there are',0.51718235,1,FALSE
1, 'you should hire a criminal defense attorney in your area',0.34365889,0,FALSE
1, 'when your employment with a terminates',0.82573819,1,TRUE
0, 'if there is paternity finding',0.80203795,1,FALSE
0, 'you may email me directly at arubinalixrubinlawcom to schedule an appointment',0.024407035,0,TRUE
0, 'i agree with attorney haber   jonathanjwarrickgmailcom 9548023374',0.19655603,0,TRUE
1, 'this is not a legal question  my recollection of this corporation is that it is not worth anything  a stockbroker could trace it for you and tell you if it has any value in the market  there are dealers in old stock certificates as collectibles who can appraise it for you to determine its value as a collectible  i doubt it is of any value  i have seen a number of these over the years',0.24082901,0,FALSE
1, 'no',0.50571018,1,TRUE
0, 'your first step would be to get a lawyer  pro se cases under these highly complex federal statutes usually go nowhere    it makes no sense that you have failed to get a lawyer as if you actually had a good case',0.2184041,0,TRUE
0, 'you may find this article from my blog that i wrote a while back helpful httpwwwstelklawcomblogwhencanachilddecidewhichheorshewantstolivewith',0.64199406,1,FALSE
0, 'do you have your license reinstated that is important it is possible that an attorney could help you get the charge reduced or dismissed  and keep you from having to serve time i practice in snellville and would be happy to assist if you would like to discuss further',0.003063271,0,TRUE
1, 'dcss is very overburdened and you may have better luck in collecting the arrears by using a private attorney the downside of using a private attorney is that you will have to pay them to collect what you should have been collecting to begin with  so that can be frustrating and feel unfair it should also be noted',0.75052184,1,TRUE
1, 'yes it is a very good idea to find a lawyer there may be issues with the fact that you decided to stay after only 60 days',0.16110779,0,FALSE
0, 'to obtain certified records of your criminal history you must go to the jurisdictions that handled the cases  if its a court disposition go to the clerk of court  if its an arrest record you go to the police dept that handled it  unless you have an outstanding warrant you should not fear obtaining your record',0.75763547,1,FALSE
0, 'i agree with my colleagues',0.098336235,0,TRUE
0, 'first',0.50571018,1,FALSE
0, 'i cannot give legal advise over the internet nor can i establish an attorney client relationship with you you should not assume or otherwise conclude that there is an attorney client relationship between any reader and this writer or his firm these comments are only guideposts they are not subject ot any privilege protections indeed',1.73E-06,0,TRUE
1, 'since this appears to be the third of a series of important inquiries posted by you',0.7449438,1,TRUE
0, 'i agree with my colleagues you should consult with a local attorney as most of us offer free consultations',0.091183528,0,TRUE
0, 'either you or your lawyer should call the prosecutors office and arrange to come inand explain what happened',0.53966391,1,FALSE
1, 'he can hand you the notice to quit in person but he has to give you prior notice that he is going to come through to take pictures of the space or risk violating your right to quiet enjoyment of the space  it sounds like youre going to need an attorney to handle the pending eviction proceedings which tend to move quickly  best of luck to you',0.89018494,1,TRUE
1, 'if you have court ordered parenting time',0.66131866,1,TRUE
1, 'you should have received a final disposition document from the court through the attorney that represented you  check with himher andor approach the indicated court clerk directly if not represented for substantiation',0.64633048,1,TRUE
1, 'i would apologize for the previous attorneys comments that you were stalking that was very rude and inappropriate it was also very sexist  this is a marriage of shortterm duration that means it is presumed that support shall only last for a half of the duration of the marriage  i would have to see the signed agreement and what the terms are for the six months max of support if it was an agreement',0.98937291,1,TRUE
0, 'our firm would be happy to speak with you  our managing partner worked defending the federal government in tort cases before becoming a plaintiffs attorney  please feel free to contact joe knott',0.00329062,0,TRUE
1, 'most likely this situation will not result in a violation being filed against you with the dmv',0.94336033,1,TRUE
0, 'please feel free to give mr lassen a thumbs down for his nonanswer  i apologize on behalf of lawyers attempting to give valuable information for mr lassens apparent use of this question to solely gain points',0.38063249,0,TRUE
1, 'yes',0.50571018,1,TRUE
1, 'it means you are staying there for now you still need to pay your rent if the landlord wants evict you they will need to file another eviction case and go through the whole process again',0.93081522,1,TRUE
0, 'make sure you get the medical treatment you need and file a workers compensation claim in the workers comp system',0.52589124,1,FALSE
0, 'you so have options  you are seeking specific legal advice avvo terms of use prohibit us even if we know the answer from giving legal advice on these pages   hire an attorney and feel free to use avvo find a lawyer tool which is excellent to find you a top rated 10 lawyer',0.009140443,0,TRUE
0, 'your question is unclear  were you charged with a crime  what is the charge    for a consultation on the particulars of your matter',0.079711884,0,TRUE
0, 'on the face of it this is a third degree indictable offense punishable by up to 5 years in prison and a 15000 fine without anymore information it is hard to say what the total liability is on this case but he definitely needs a lawyer immediately please feel free to call to discuss the matter in greater detail and privacy',0.00261122,0,TRUE
1, 'in all cases we file the notice of intention for the sumum claim with the clients carrier',0.56732762,1,TRUE
1, 'if you already have an order giving you sold legal  physical custody',0.39229944,0,FALSE
0, 'it seems to me that you have two steps to take  first contact you local consumer protection agency they may know about this business or be able to help get your money back  second',0.060437951,0,TRUE
0, 'i agree with the previous posters if your son would like a free consultation with a local attorney feel free to have him contact me',0.016278613,0,TRUE
0, 'a georgia lawyer has to answer this question or one familiar with georgia law',0.24276532,0,TRUE
1, 'food',0.50571018,1,TRUE
1, 'darrell',0.50571018,1,TRUE
1, 'i know of nothing in the statutes that specifically addresses your situation  however',0.85426015,1,TRUE
0, 'it is never too late there is a court case',0.91991061,1,FALSE
1, 'although a lawyer can ensure you negotiate your way through an often complicated legal process',0.34124503,0,FALSE
0, 'not likely illegal we are happy to offer you a free initial consultation to talk about the case  give us a call at 4024551711 to set up a time to talk  we have been in business for almost 25 years and fight hard for the people we represent',0.004485196,0,TRUE
1, 'if you have satisfied the judgment in full',0.75444084,1,TRUE
1, 'actually',0.50571018,1,TRUE
1, 'i agree with mike  you need to appear or you could be creating more trouble for yourself  there are ways for the court to proceed in your absence',0.5097571,1,TRUE
0, 'what type of case is it you will likely need to hire a local attorney to help you',0.11684933,0,TRUE
1, 'if you are in a union',0.73727679,1,TRUE
1, 'if youre wife is not in the us',0.79701346,1,TRUE
0, 'i strongly recommend you get an aggressive criminal defense attorney to handle your claim   do not handle this matter yourself  feel free to contact me at sreizenthereizenlawgroupcom  i handle these types of matter  scott reizen sreizenthereizenlawgroupcom',0.001166494,0,TRUE
0, 'a local landlordtenant lawyer can help you',0.28072962,0,TRUE
1, 'they normally will not call back a debt assigned for collection after non payment if you have insurance that paid it and can show that the assignment to a debt collector was improper due to the false address',0.89032042,1,TRUE
0, 'it is possible to sue for defamation',0.69499558,1,FALSE
0, 'without seeing the medical records and knowing what future care may or may not be',0.46728006,0,TRUE
0, 'the reason your question is difficult to answer is because it depends on so many facts that we dont know the best way to find out what your case might be worth is to make an appointment with an experienced workers comp attorney who can ask all the right questions and give you some advice an initial consultation should be free if you skip this step and move forward with the insurance company',0.21709944,0,TRUE
0, 'keep in mind that laws vary from state to state i strongly recommend that you consult with an experienced lawyer in your community and have a confidential discussion about your circumstances and options for resolution',0.00252303,0,TRUE
1, '1  no',0.51000041,1,TRUE
1, 'have his authorized user cards cancelled and get cards solely in your name',0.5302304,1,TRUE
1, 'mr dugan is right  but the system is a bit silly  so they do the ssi first and pay you from date of application to the present',0.94959474,1,TRUE
1, 'you should go to court and submit an order to show cause to ask for more time to move  you need to detail why you need an extension  please note',0.27980119,0,FALSE
1, 'you can call 311 and file a noise complaint  since the loud noises seem to be occurring during ramadan',0.88815087,1,TRUE
0, 'ive handled many of these cases and can assist you with it   please give me a call to discuss',0.002403799,0,TRUE
0, 'very interesting issue to investigate we are working on a major ulcercancer case right now and have had success with colonoscopyperforationsepsisgastroenterology cases i understand that your husband suffered a lot did you want us or one of the avvo lawyers to review the medical records',0.069400661,0,TRUE
1, 'these cases are really easy to beat if you get the right attorney  in my experience there is never any proof of the debt and the courts are not at all sympathetic to the debt buyer  you should also know that ssissd is exempt and cannot be garnished under the law in most cases  cars do not have that exemption and can be levied  that is why you should fight the lawsuit',0.24550115,0,FALSE
0, 'mr scherr has given you solid advice  good luck to you with this process',0.20875049,0,TRUE
